char	chai	code	pinyin	zijiset	encode
𫙬	魚大皿	VlKrVuDo		CJK-C	vkvd
𫙭	鱼人⺀	JdVlJsQu		CJK-C	jvjq
𫙮	魚夕㐄木	VlPfDjIe		CJK-C	vpdi
𫙯	魚亻丨夂彡	VlTnWfKeWy		CJK-C	vtww
𫙰	魚匕②車	VlSkKzAn		CJK-C	vska
𫙱	魚十早𠂉乙	VlSrIrSfUq		CJK-C	vsiu
𫙲	魚巾	VlGkZy		CJK-C	vgzy
𫙳	魚⺮亻寸	VlMvTnDl		CJK-C	vmtd
𫙴	魚广廿人②	VlHbDnJsKz		CJK-C	vhdj
𫙵	魚心丿虫	VlQmJtHr		CJK-C	vqjh
𫙶	魚糹田	VlFuJa		CJK-C	vfja
𫙷	魚貝	VlHrZh		CJK-C	vhzh
𫙸	魚門一廾	VlQgYaDy		CJK-C	vqyd
𫙹	魚山風	VlWrNt		CJK-C	vwnt
𫙺	魚口耳戈	VlBlWiCu		CJK-C	vbwc
𫙻	魚宀一口田	VlEiYaBlJa		CJK-C	veyj
𫙼	魚癶豆	VlIsHw		CJK-C	vihw
𫙽	魚⺿田禸	VlDyJaXi		CJK-C	vdjx
𫙾	魚匕⺈用	VlPeSkHjOs		CJK-C	vpso
𫙿	魚⺈日罒又	VlHjRhPgBj		CJK-C	vhrb
𫚀	魚立木斤	VlOwIeXu		CJK-C	voix
𫚁	魚冫欠貝	VlQuLsZh		CJK-C	vqlz
𫚂	魚十戈隹	VlSrCuOd		CJK-C	vsco
𫚃	木②魚	IsVmIeKzVl		CJK-C	iviv
𫚄	魚非車	VlUzAn		CJK-C	vuan
𫚅	魚王儿冫巛冂人	VlAhInQuQuZiKrJs		CJK-C	vaij
𫚆	魚厂白小頁	VlGjTkDuTj		CJK-C	vgtt
𫚇	魚尸氺罒勹虫	VlOcYqPgJwHr		CJK-C	voyh
𫚈	鱼丂一	JdElYa	xù	CJK-C	jeya
𫚉	鱼工	JdHx	hóng	CJK-C	jhxd
𫚊	鱼ㄋ	JdLfWy		CJK-C	jlwy
𫚋	鱼二丶	JdNpLfHc		CJK-C	jnlh
𫚌	鱼𡭔丿	JdDuJt		CJK-C	jdjt
𫚍	鱼八刀	JdIsFj		CJK-C	jifj
𫚎	鱼一冂人	JdYaKrJs		CJK-C	jykj
𫚏	鱼木一	JdIeYa		CJK-C	jiya
𫚐	鱼大	JdKrVu		CJK-C	jkvu
𫚑	鱼心丿	JdQmJt		CJK-C	jqjt
𫚒	鱼弗	JdWp	fú	CJK-C	jwpd
𫚓	歹刂鱼	LwFjJd		CJK-C	lfjd
𫚔	鱼囗口	JdXvBl	huí	CJK-C	jxbl
𫚕	鱼リ一巾	JdFjYaZy	shī	CJK-C	jfyz
𫚖	匕鱼	PeSkJd	cǐ	CJK-C	psjd
𫚗	鱼亼口	JdJgBl		CJK-C	jjbl
𫚘	鱼亻十	JdTnSkSr		CJK-C	jtss
𫚙	鱼甫	JdIw	pū	CJK-C	jiwd
𫚚	鱼耳乚	JdWiLf		CJK-C	jwlf
𫚛	鱼丷口儿	JdNwBlIn		CJK-C	jnbi
𫚜	鱼夫见	JdZoJv		CJK-C	jzjv
𫚝	鱼田木	JdJaIe		CJK-C	jjie
𫚞	禾鱼	SvFjJd		CJK-C	sfjd
𫚟	牜亠几鱼	ZfFcIdJd		CJK-C	zfij
𫚠	鱼丷夫⺋	JdNwZoPa		CJK-C	jnzp
𫚡	鱼彐冖巾	JdRkEiZy		CJK-C	jrez
𫚢	鱼匸日女	JdAoRhWu		CJK-C	jarw
𫚣	鱼亻一日	JdTnYaRhOq		CJK-C	jtyo
𫚤	鱼䒑幺②	JdNwNfKz		CJK-C	jnnk
𫚥	鱼二コ又	JdOcNpAoBj		CJK-C	jonb
𫚦	鱼宀谷	JdEiHf		CJK-C	jehf
𫚧	鱼一曲日	JdYaCmRh		CJK-C	jycr
𫚨	鱼立口阝	JdOwBlPr		CJK-C	jobp
𫚩	鱼彡	JdErWy		CJK-C	jewy
𫚪	鱼予𰃦八口	JdWjUfIsBl		CJK-C	jwub
𫚫	鱼品木	JdUbIe		CJK-C	juie
𫚬	鱼宀羽人彡	JdEiKwJsWy		CJK-C	jekw
𫚭	鱼巛	JdZiPz	liè	CJK-C	jzpz
𫚮	乙鳥	UqBm		CJK-C	ubmq
𫚯	厂几鳥	GjIdBm		CJK-C	gibm
𫚰	匕②鳥	SkKzBm		CJK-C	skbm
𫚱	鳥勹厶	BmJwQj		CJK-C	bjqj
𫚲	冖几鳥	EiIdBm		CJK-C	eibm
𫚳	鳥⺊口	BmUrBl		CJK-C	bubl
𫚴	禾鳥	SvBm		CJK-C	sbmv
𫚵	卯鳥	EhBm		CJK-C	ebmh
𫚶	丿丷鳥	JtNwSrBm		CJK-C	jnsb
𫚷	册鳥	YvBm		CJK-C	ybmv
𫚸	鳥𠂇⺝	BmLuXt		CJK-C	blxt
𫚹	夕阝鳥	PfPrBm		CJK-C	ppbm
𫚺	⺁鳥	GjPsBm		CJK-C	gpbm
𫚻	女子鳥	WuDxBm		CJK-C	wdbm
𫚼	鳥口⺝	BmBlXt		CJK-C	bbxt
𫚽	山㇒士鳥	WrJtGhBm		CJK-C	wjgb
𫚾	口一大鳥	BlYaVuBm		CJK-C	byvb
𫚿	亻丨攵鳥	TnWfKdBm		CJK-C	twkb
𫛀	㇆阝鳥	LfEnPrBm		CJK-C	lepb
𫛁	一弋止鳥	YaCfPeBm		CJK-C	ycpb
𫛂	日氏鳥	RhRiBm		CJK-C	rrbm
𫛃	山王丶鳥	WrAhHcBm		CJK-C	wahb
𫛄	止鳥	PePeBm		CJK-C	ppbm
𫛅	立鳥	OwEnBm		CJK-C	oebm
𫛆	肀鳥	ZkOsBm		CJK-C	zobm
𫛇	女又弓鳥	WuBjJeBm		CJK-C	wbjb
𫛈	鳥子瓜	BmDxXj		CJK-C	bdxj
𫛉	耳阝鳥	WiPrBm		CJK-C	wpbm
𫛊	飛鳥	RcBm		CJK-C	rbmc
𫛋	厶口心鳥	QjBlQmBm		CJK-C	qbqb
𫛌	可②鳥	PwKzBm		CJK-C	pkbm
𫛍	㇏示鳥	FdHcLdBm		CJK-C	fhlb
𫛎	⺮丿大鳥	MvJtVuBm		CJK-C	mjvb
𫛏	冖隹鳥	EiOdBm		CJK-C	eobm
𫛐	囗戈口㇀鳥	XvCuBlJtBm		CJK-C	xcbb
𫛑	土吅鳥	GmWhPsBm		CJK-C	gwpb
𫛒	扌卝句鳥	UgDyWmBm		CJK-C	udwb
𫛓	鳥艹一艹	BmDyYaDyEn		CJK-C	bdye
𫛔	爫爲鳥	PuWcBm		CJK-C	pwbm
𫛕	⺧口鳥	QfZfBlBm		CJK-C	qzbb
𫛖	犭厶⺼匕②鳥	NcQjXtSkKzBm		CJK-C	nqxb
𫛗	口廿口夫鳥	BlDnBlZoBm		CJK-C	bdbb
𫛘	白③鳥	TkHtBm		CJK-C	thbm
𫛙	禾田禸鳥	QfSvJaXiBm		CJK-C	qsjb
𫛚	一廾鸟	YaDyAl		CJK-C	ydal
𫛛	支鸟	SyAl	zhī	CJK-C	saly
𫛜	不鸟	ZvAl		CJK-C	zalv
𫛝	⺆亠鸟	KrFcAl		CJK-C	kfal
𫛞	鸟人	AlAoJs	jué	CJK-C	aajs
𫛟	龙鸟	PdAl		CJK-C	pald
𫛠	木乚鸟	IeLfAl		CJK-C	ilal
𫛡	丿之鸟	JtCjAl		CJK-C	jcal
𫛢	宀丁鸟	EiIxAl	níng	CJK-C	eial
𫛣	鸟穴	AlQf		CJK-C	aqfl
𫛤	力口鸟	VnBlAl		CJK-C	vbal
𫛥	夫丷鸟	ZoNwAl		CJK-C	znal
𫛦	大一丂鸟	VuYaElAl		CJK-C	vyea
𫛧	⺊一小鸟	UrYaDuAl		CJK-C	uyda
𫛨	䒑廾鸟	NwDyAl		CJK-C	ndal
𫛩	宀女鸟	EiWuAl		CJK-C	ewal
𫛪	女口鸟	WuBlAl		CJK-C	wbal
𫛫	口贝鸟	BlFmAl		CJK-C	bfal
𫛬	人鸟	JsSvAl		CJK-C	jsal
𫛭	犭王鸟	NcAhAl	kuáng	CJK-C	naal
𫛮	㡀鸟	BuAl		CJK-C	balu
𫛯	纟方鸟	ZjNsAl		CJK-C	znal
𫛰	鸟	WnIsAl		CJK-C	wial
𫛱	⺊早鸟	UrIrAl		CJK-C	uial
𫛲	⺆土口鸟	KrGmBlAl		CJK-C	kgba
𫛳	月卩又鸟	XtPaBjAl		CJK-C	xpba
𫛴	丷田十鸟	NwJaSrAl		CJK-C	njsa
𫛵	尸屮凵鸟	OcAmKrAl		CJK-C	oaka
𫛶	束力鸟	FyVnAl	chì	CJK-C	fval
𫛷	古月鸟	YsXtAl		CJK-C	yxal
𫛸	日鸟	RhKqAl	tí	CJK-C	rkal
𫛹	目𡭔丿鸟	XnDuJtAl		CJK-C	xdja
𫛺	鸟亻矢	AlTnAoNv		CJK-C	atan
𫛻	广廿又鸟	HbDnBjAl		CJK-C	hdba
𫛼	癶一大鸟	IsYaVuAl		CJK-C	iyva
𫛽	覀木鸟	AgIeAl		CJK-C	aial
𫛾	钅且鸟	RyKxAl		CJK-C	rkal
𫛿	土攵鸟	GmLcKdAl		CJK-C	glka
𫜀	日辰鸟	RhUeAl		CJK-C	rual
𫜁	㡀攵鸟	BuKdAl		CJK-C	bkal
𫜂	音十鸟	HnSrAl		CJK-C	hsal
𫜃	覀早鸟	AgIrAl		CJK-C	aial
𫜄	丷酉寸鸟	NwQyDlAl		CJK-C	nqda
𫜅	鸟罒一口	AlPgYaBlPs		CJK-C	apyp
𫜆	广羽人彡鸟	HbKwJsWyAl		CJK-C	hkja
𫜇	鹵米	LrEu		CJK-C	leur
𫜈	𠂉母鹵	SfUaLr		CJK-C	sulr
𫜉	鹵田禸	LrJaXi		CJK-C	ljxi
𫜊	⺊囗乂日皿	UrXvOqRhDo		CJK-C	uxod
𫜋	鹿力	BiVn		CJK-C	bvni
𫜌	鹿欠	BiLs		CJK-C	blsi
𫜍	鹿各	BiGy		CJK-C	bgyi
𫜎	鹿⺊一日	BiUrYaRh		CJK-C	buyr
𫜏	米夕㐄鹿	EuPfDjBi		CJK-C	epdb
𫜐	來夂虎	HvKeGp		CJK-C	hkgp
𫜑	龶夂丰	FdKeFd		CJK-C	fkfd
𫜒	龶夂宀匕	FdKeEiSk		CJK-C	fkes
𫜓	龶各⺝	FdGyXt		CJK-C	fgxt
𫜔	龶夂白丿十	FdKeTkJtSr		CJK-C	fkts
𫜕	穀一龶夂	GsYaFdKe		CJK-C	gyfk
𫜖	麻士口	JpGhBl		CJK-C	jgbl
𫜗	麻亻歹刂	JpTnLwFj		CJK-C	jtlf
𫜘	一巾黄	YaZyCn		CJK-C	yzcn
𫜙	黑黾	XhVi		CJK-C	xvih
𫜚	黑勹心	XhJwWyQm		CJK-C	xjwq
𫜛	黑飛	XhRc		CJK-C	xrch
𫜜	八丂业㡀	IsElEoBu		CJK-C	ieeb
𫜝	吅黽	WhTh		CJK-C	wthh
𫜞	黑黽	XhTh		CJK-C	xthh
𫜟	丷酉黾	NwQyVi		CJK-C	nqvi
𫜠	目子	XnVhLvDx		CJK-C	xvld
𫜡	目冖方	XnVhLvOwEiNs		CJK-C	xvln
𫜢	鼠一	PzYa		CJK-C	pyaz
𫜣	鼠癶豆	PzIsHw		CJK-C	pihw
𫜤	自田丌犬	FgJaDyNc		CJK-C	fjdn
𫜥	齒山一几	EpWrYaId		CJK-C	ewyi
𫜦	齒甫	EpIw		CJK-C	eiwp
𫜧	齒宀一丿皿丁	EpEiYaJtDoIx		CJK-C	eeyi
𫜨	齿巴	NbGi		CJK-C	ngib
𫜩	丰刀齿	FdFjNb		CJK-C	ffnb
𫜪	齿六乂	NbSuOq		CJK-C	nsoq
𫜫	齿甫	NbIw		CJK-C	niwb
𫜬	齿龷日	NbDnRh		CJK-C	ndrh
𫜭	齿斤	NbAiXu		CJK-C	naxu
𫜮	齿厂彡	NbOwGjWy		CJK-C	nogw
𫜯	齿宀丰口	NbEiFdBl		CJK-C	nefb
𫜰	十冂犬齿	SrKrMkNcNb		CJK-C	skmn
𫜱	廿巾龍	DnZyKc		CJK-C	dzkc
𫜲	𠂇⺝龙	LuXtPd		CJK-C	lxpd
𫜳	冂土龟	KrGmEj		CJK-C	kgej
𫜴	木②火侖𠱠	IeKzLcTiHe		CJK-C	iklh
𫜵	𫜵	Pu		CJK-C	puuu
𫜶	月子攵	XtIhDxKd		CJK-C	xidk
𫜷	寸阝	FdDlPr	shòu	CJK-C	fdpr
𫜸	口匕	BlSk	huà	CJK-C	bskl
𫜹	彐	Rk		CJK-C	rkk
𫝀	㐄	Dj		CJK-D	djj
𫝁	𫝁	Eh		CJK-D	ehhh
𫝂	一ツ斤	YaYqXu		CJK-D	yyxu
𫝃	一	YaWk		CJK-D	ywka
𫝄	丿人	JtJs		CJK-D	jjst
𫝅	人	OgJs		CJK-D	ojsg
𫝆	亼一丿	JgYaJt		CJK-D	jyjt
𫝇	亼口丨丶	JgBlWfHc		CJK-D	jbwh
𫝈	亻冖车	TnEiGu		CJK-D	tegu
𫝉	亼彐丿口	JgRkJtBl		CJK-D	jrjb
𫝊	亻十田寸	TnSrJaDl		CJK-D	tsjd
𫝋	亻〢又豆	TnFjBjHw		CJK-D	tfbh
𫝌	〢木ᄌ	FjIeIs		CJK-D	fiis
𫝍	冂䒑止	KrNwPe		CJK-D	knpe
𫝎	冫見	QuCv		CJK-D	qcvu
𫝏	冫文厂彡	QuKgGjWy		CJK-D	qkgw
𫝐	刂䒑日	FjNwRh		CJK-D	fnrh
𫝑	土九丶力	GmMkSmHcVn		CJK-D	gmsv
𫝒	丨早	WfIr		CJK-D	wirf
𫝓	十力冫	SrVnQuQu		CJK-D	svqq
𫝔	土〢二儿	GmFjNpIn		CJK-D	gfni
𫝕	厂艮	GjQp		CJK-D	gqpj
𫝖	刀厂	FjGjAoLc		CJK-D	fgal
𫝗	厂白子	GjTkDx		CJK-D	gtdx
𫝘	口尢	BlOr		CJK-D	borl
𫝙	向⺊一	UfUrYa		CJK-D	uuya
𫝚	口車云	BlAnOg		CJK-D	baog
𫝛	木目冂一口	IeXnKrYaBl		CJK-D	ixkb
𫝜	口九木隹	BlSmIeOd		CJK-D	bsio
𫝝	厂乛耳攵	RhGjLfWiKd		CJK-D	rglk
𫝞	口⻗予丿夂力	BlPjWjJtKeVn		CJK-D	bpwv
𫝟	土亠里	GmFcVp		CJK-D	gfvp
𫝠	土覀且	GmAgKx		CJK-D	gakx
𫝡	阝𠂇月辶土	PrLuXtMeGm		CJK-D	plxg
𫝢	夕十丶	PfSrHc		CJK-D	pshc
𫝣	夕丶	PfEnHc		CJK-D	pehc
𫝤	丷夫一大	NwZoYaVu		CJK-D	nzyv
𫝥	⺷大丶艮	MkVuHcQp		CJK-D	mvhq
𫝦	女贝	WuFm		CJK-D	wfmu
𫝧	女山己	WuWrUd		CJK-D	wwud
𫝨	女冖车	WuEiGu		CJK-D	wegu
𫝩	女寸	WuFdDl		CJK-D	wfdl
𫝪	女工贝	WuHxFm		CJK-D	whfm
𫝫	女未丷	WuGoNw		CJK-D	wgnw
𫝬	女贝	WuHrFm		CJK-D	whfm
𫝭	女贝②女	WuFmKzWu		CJK-D	wfkw
𫝮	女门束丷	WuKoFyNw		CJK-D	wkfn
𫝯	丂丨冖子	VmElWfEiDx		CJK-D	vewd
𫝰	宀龟日	EiEjRh		CJK-D	eerh
𫝱	宀心丿罒丁	EiQmJtPgIx		CJK-D	eqji
𫝲	尸九丶	OcSmHc		CJK-D	oshc
𫝳	山弓	WrJe		CJK-D	wjer
𫝴	山⺁一口	WrGjYaBl		CJK-D	wgyb
𫝵	山寸	WrFdDl		CJK-D	wfdl
𫝶	广口人土	HbBlJsGm		CJK-D	hbjg
𫝷	广口又土	HbBlBjGm		CJK-D	hbbg
𫝸	厂丿人	OwGjJtJs		CJK-D	ogjj
𫝹	人二心	JsNpQm		CJK-D	jnqm
𫝺	扌用乚	UgOsLf		CJK-D	uolf
𫝻	扌囗口	UgXvBl		CJK-D	uxbl
𫝼	扌癶二儿	UgIsNpIn		CJK-D	uini
𫝽	扌亻夂彡	UgTnKeWy		CJK-D	utkw
𫝾	扌來夂	UgHvKe		CJK-D	uhke
𫝿	扌立里亍	UgOwVpKf		CJK-D	uovk
𫞀	方厶矢	NsQjNv		CJK-D	nqnv
𫞁	方⺷大	NsMkVu		CJK-D	nmvu
𫞂	日王丶	RhAhHc		CJK-D	rahc
𫞃	日丷口	RhNwBl		CJK-D	rnbl
𫞄	一人②一日	YaJsKzYaRh		CJK-D	yjkr
𫞅	月彐寸	XtRkDl		CJK-D	xrdl
𫞆	月口矢	XtBlNv		CJK-D	xbnv
𫞇	月鼡	XtPz		CJK-D	xpzt
𫞈	木刀丶一	IeFjHcYa		CJK-D	ifhy
𫞉	木𫝁	IeEh		CJK-D	iehe
𫞊	木⺁方	IeGjNs		CJK-D	igns
𫞋	木彳丷疋	IeKfNwKq		CJK-D	iknk
𫞌	木𠂤殳	IeRoFo		CJK-D	irfo
𫞍	木覀且	IeAgKx		CJK-D	iakx
𫞎	木𠂇⺝冂口	IeLuXtKrBl		CJK-D	ilxb
𫞏	木𠂇口冂口	IeLuBlKrBl		CJK-D	ilbb
𫞐	木龷隹	IeDnOd		CJK-D	idod
𫞑	木水面	IeYqRj		CJK-D	iyrj
𫞒	木厂木②日	IeGjIeKzRh		CJK-D	igir
𫞓	止丿礻戈	PeJtLdCu		CJK-D	pjlc
𫞔	歹十戈业	LwSrCuEo		CJK-D	lsce
𫞕	氏丶	RiHc		CJK-D	rhci
𫞖	民丶	OaHc		CJK-D	ohca
𫞗	氵门文	YqKoKg		CJK-D	ykkg
𫞘	氵䒑大	YqFjNwVu		CJK-D	yfnv
𫞙	氵龷八艹丶	YqDnIsDyHc		CJK-D	ydih
𫞚	氵冫欠贝	YqQuLsFm		CJK-D	yqlf
𫞛	氵讠耂日	YqVkMoRh		CJK-D	yvmr
𫞜	氵业雨	YqEoPj		CJK-D	yepj
𫞝	氵门䒑欠	YqKoNwAmLs		CJK-D	yknl
𫞞	氵艹口隹	YqDyBlOd		CJK-D	ydbo
𫞟	丷爲	NwWc		CJK-D	nwcw
𫞠	火彐火	LcRkLc		CJK-D	lrlc
𫞡	火艹冖木	LcDyEiIe		CJK-D	ldei
𫞢	⺍冖牛	YqEiZf		CJK-D	yezf
𫞣	犭一戈	NcYaCu		CJK-D	nycu
𫞤	犭土乛衣	NcGmLfPs		CJK-D	nglp
𫞥	王贝	AhFm		CJK-D	afmh
𫞦	王齐	AhAp		CJK-D	aaph
𫞧	王艹冖力	AhDyEiVn		CJK-D	adev
𫞨	王〢皿	AhFjMvDo		CJK-D	afmd
𫞩	王艹两	AhDyUx	mén	CJK-D	adux
𫞪	甘匸㐅	WnAoOq		CJK-D	waoq
𫞫	田衣	JaPs		CJK-D	jpsa
𫞬	疒又土	SnBjGm		CJK-D	sbgm
𫞭	疒貝丿	SnZhSrJt		CJK-D	szsj
𫞮	白句	TkWm		CJK-D	twmk
𫞯	乃丶皿	CiHcDo		CJK-D	chdo
𫞰	乃㐅皿	CiOqDo		CJK-D	codo
𫞱	土厶口皿	GmQjBlDo		CJK-D	gqbd
𫞲	匕目大	SkXnVu		CJK-D	sxvu
𫞳	目夂㐄	XnKeDj		CJK-D	xkdj
𫞴	示	IsLd		CJK-D	ilds
𫞵	礻冖且	LdEiKx		CJK-D	lekx
𫞶	礻𠂉卌一灬	LdSfGnYaLc		CJK-D	lsgl
𫞷	禾人云	SvJsOg		CJK-D	sjog
𫞸	禾木日	SvIeRh		CJK-D	sirh
𫞹	穴	QfAo		CJK-D	qaof
𫞺	爫木冎口	QfPuIeCwBl		CJK-D	qpib
𫞻	立丁	OwIx		CJK-D	oixw
𫞼	立𠂇丨土	OwLuWfGm		CJK-D	olwg
𫞽	⺮冓	MvFiPs		CJK-D	mfps
𫞾	⺮田匕②	MvJaSkKz		CJK-D	mjsk
𫞿	⺮冫刀丶木	MvQuFjHcIe		CJK-D	mqfi
𫟀	米⻗彐	EuPjRk		CJK-D	eprk
𫟁	糸二殳	FuOcNpFo		CJK-D	fonf
𫟂	糸宀冓八⺀	FuEiFiIsQu		CJK-D	fefq
𫟃	纟亻㇒士	ZjTnJtGh		CJK-D	ztjg
𫟄	纟宀𠂇厶	ZjEiLuQj		CJK-D	zelq
𫟅	纟小	ZjIhDu	liáng	CJK-D	zidu
𫟆	纟千里	ZjUvVp		CJK-D	zuvp
𫟇	纟广羽人彡	ZjHbKwJsWy		CJK-D	zhkw
𫟈	⺶㇏丷	MkHcNw		CJK-D	mhnw
𫟉	耳厶	WiQj		CJK-D	wqji
𫟊	⺼广廿巾	XtHbDnZy		CJK-D	xhdz
𫟋	丂一	VmElYaIs		CJK-D	veyi
𫟌	艹夕卜	DyPfUr		CJK-D	dpur
𫟍	艹夕匕	DyPfSk		CJK-D	dpsk
𫟎	艹	DyRkZi		CJK-D	drzi
𫟏	艹丿口丶	DyJtBlInHc		CJK-D	djbh
𫟐	艹宀方	DyEiNs		CJK-D	dens
𫟑	艹彐火	DyRkLc		CJK-D	drlc
𫟒	艹廿木	DyDnIe		CJK-D	ddie
𫟓	⺿人爫口	DyJsPuBl		CJK-D	djpb
𫟔	艹䒑欠	DyNwAmLs		CJK-D	dnal
𫟕	艹丷田十阝	DyNwJaSrPr		CJK-D	dnjp
𫟖	艹臣	DyVwSp		CJK-D	dvsp
𫟗	虫宀示	HrEiIsLd		CJK-D	heil
𫟘	行口巾	FsDjBlZy		CJK-D	fdbz
𫟙	行五口一巾	FsMbBlYaZy		CJK-D	fmbz
𫟚	千里	UvVpPs		CJK-D	uvps
𫟛	覀田十	AgJaSr		CJK-D	ajsr
𫟜	艹口隹見	DyBlOdCv		CJK-D	dboc
𫟝	言衣冓	OmPsRhFi		CJK-D	oprf
𫟞	讠止	VkPe		CJK-D	vpek
𫟟	讠丷	VkNwEn		CJK-D	vnen
𫟠	讠丷田十	VkNwJaSr		CJK-D	vnjs
𫟡	讠宀示	VkEiLd		CJK-D	veld
𫟢	讠覀贝	VkAgFm		CJK-D	vafm
𫟣	⻊土吅	JxGmWhPs		CJK-D	jgwp
𫟤	车宀匕	GuEiSk		CJK-D	gesk
𫟥	车十	GuSrXnIs		CJK-D	gsxi
𫟦	车丷豕辶	GuNwTuMe	suì	CJK-D	gntm
𫟧	丁辶	IxMe		CJK-D	imex
𫟨	土衣辶	GmPsMe		CJK-D	gpme
𫟩	丷夫己辶	NwZoUdMe		CJK-D	nzum
𫟪	白穴口辶	TkQfBlMe		CJK-D	tqbm
𫟫	厂一阝	GjYaFjPr		CJK-D	gyfp
𫟬	⺁十贝阝	GjSrFmPr		CJK-D	gsfp
𫟭	宀各阝	EiGyPr		CJK-D	egpr
𫟮	酉王厶	QyAhQj		CJK-D	qaqj
𫟯	亠里	FcVp		CJK-D	fvpc
𫟰	釒⺌彐	KtDuRk		CJK-D	kdrk
𫟱	釒士田寸	KtGhJaDl		CJK-D	kgjd
𫟲	钅九	RySm		CJK-D	rsmy
𫟳	钅巳	RyDp		CJK-D	rdpy
𫟴	钅八刀	RyIsFj		CJK-D	rifj
𫟵	钅厶儿	RyQjIn		CJK-D	rqin
𫟶	钅册	RyYv		CJK-D	ryvy
𫟷	钅立	RyOw	lì	CJK-D	rowy
𫟸	钅弋工	RyCfHx		CJK-D	rchx
𫟹	钅龷八	RyDnIs	hóng	CJK-D	rdis
𫟺	钅亥	RyIf		CJK-D	rify
𫟻	钅川	RyZiZi		CJK-D	rzzi
𫟼	钅大辶	RyVuMe	dá	CJK-D	rvme
𫟽	钅千匕	RyUvMpSk		CJK-D	rums
𫟾	钅夂一生	RyKeYaOu		CJK-D	rkyo
𫟿	钅⺶工	RyMkHx		CJK-D	rmhx
𫠀	钅厂龷日	RyGjDnRh		CJK-D	rgdr
𫠁	钅艹土厶皿	RyDyGmQjDo		CJK-D	rdgd
𫠂	门亽龴	KoJgQj		CJK-D	kjqj
𫠃	阝日业	PrRhEo		CJK-D	preo
𫠄	韋亥	MaIf		CJK-D	mifa
𫠅	韦革	HdPc		CJK-D	hpcd
𫠆	支页	SyMr	kuǐ	CJK-D	smry
𫠇	⺇乂文	IdOqKg		CJK-D	iokg
𫠈	⺇乂心丿	IdOqQmJt		CJK-D	ioqj
𫠉	馬一	MgYa		CJK-D	myag
𫠊	马亠幺	SoFcNf	xuán	CJK-D	sfnf
𫠋	马鹿	SoBi		CJK-D	sbio
𫠌	马覀示刂	SoAgLdFj		CJK-D	salf
𫠍	魚金十	VlKtSr		CJK-D	vksr
𫠎	魚覀貝	VlAgZh		CJK-D	vazh
𫠏	鱼木	JdIe		CJK-D	jied
𫠐	鱼甘	JdWn		CJK-D	jwnd
𫠑	鱼臼丨又	JdVmWfBj		CJK-D	jvwb
𫠒	鱼音十	JdHnSr		CJK-D	jhsr
𫠓	鳥一	BmYa		CJK-D	byam
𫠔	夕匕鳥	PfSkBm		CJK-D	psbm
𫠕	广隹鳥	HbOdBm		CJK-D	hobm
𫠖	𠂇厶鸟	LuQjAl		CJK-D	lqal
𫠗	⺊囗乂亼口人	UrXvOqJgBlJs		CJK-D	uxoj
𫠘	鼡由	PzBn		CJK-D	pbnz
𫠙	齒殳	EpFo		CJK-D	efop
𫠚	齒句	EpWm		CJK-D	ewmp
𫠛	齒日生	EpRhOu		CJK-D	erou
𫠜	齿臼儿	NbVmIn	ní	CJK-D	nvin
𫠝	龟日尚攵	EjRhGkKd		CJK-D	ergk
𫠠	弋	Cf		CJK-E	cff
𫠡	一人丨	YaJsWf		CJK-E	yjwf
𫠢	⺊一丁	UrYaIx		CJK-E	uyix
𫠣		MdDu		CJK-E	mdud
𫠤	龶刀	FdFj		CJK-E	ffjd
𫠥	一冂人㇗	YaKrJsLf	lòu	CJK-E	ykjl
𫠦	一丨	YaWfFjMv		CJK-E	ywfm
𫠧	𠂉十一卜	SfSrYaUr		CJK-E	ssyu
𫠨	𠂤一	RoYa		CJK-E	ryao
𫠩	一幺②	YaNfKz		CJK-E	ynkf
𫠪	人一卜	SkJsYaUr		CJK-E	sjyu
𫠫	不二儿	ZvNpIn		CJK-E	znin
𫠬	不口丨	ZvBlWf		CJK-E	zbwf
𫠭	不②	ZvKz		CJK-E	zkvz
𫠮	至一卜	EvYaUr		CJK-E	eyur
𫠯	王廾一卜	AhDyYaUr		CJK-E	adyu
𫠰	一卜丿扌戈	YaUrJtUgCu		CJK-E	yujc
𫠱	一日一止	YaRhYaPe		CJK-E	yryp
𫠲	不曲	ZvCm		CJK-E	zcmv
𫠳	一卜侖	YaUrTi		CJK-E	yuti
𫠴	一人云	XuYaJsOg		CJK-E	xyjo
𫠵	一自冂二	YaFgKrNp		CJK-E	yfkn
𫠶	不止⺝	ZvPeXt		CJK-E	zpxt
𫠷	⺊一亻㇏	UrYaTnFdHcEn		CJK-E	uyte
𫠸	⺊一氵⺌⺝	UrYaYqDuXt		CJK-E	uyyx
𫠹	⺊一厶⺝匕②	UrYaQjXtSkKz		CJK-E	uyqs
𫠺	⺊一艮心	UrYaQpQm		CJK-E	uyqq
𫠻	不亻言	ZvTnOm		CJK-E	ztom
𫠼	⺊一扌足	UrYaUgJx		CJK-E	uyuj
𫠽	⺊一忄龶⺝	UrYaCyFdXt		CJK-E	uycx
𫠾	十口囗貝	SrBlXvZh		CJK-E	sbxz
𫠿	⺊一癶豆	UrYaIsHw		CJK-E	uyih
𫡀	䒑业齐二	NwEoApNp		CJK-E	nean
𫡁	䒑䒑业	NwRkLcNwEo		CJK-E	nrle
𫡂	䒑䒑业	NwRkLcNwEo		CJK-E	nrle
