char	chai	code	pinyin	zijiset	encode
𫒙	金宀寸	KtEiDl		CJK-C	kedl
𫒚	金亠	KtFcLc		CJK-C	kflc
𫒛	金宀子	KtEiDx		CJK-C	kedx
𫒜	金亡土	KtGfGm		CJK-C	kggm
𫒝	金一日	KtYaRhOq		CJK-C	kyro
𫒞	金戈廾	KtCuDy		CJK-C	kcdy
𫒟	金人	KtJsSv		CJK-C	kjsv
𫒠	金丿糸	KtJtFu		CJK-C	kjfu
𫒡	金𠂉疋	KtSfKq		CJK-C	kskq
𫒢	金冖八干	KtEiIsDk		CJK-C	keid
𫒣	亠业金	FcEoKt		CJK-C	fekt
𫒤	金文子	KtKgDx		CJK-C	kkdx
𫒥	金亡心	KtGfQm		CJK-C	kgqm
𫒦	金十一	KtSrXnYa		CJK-C	ksxy
𫒧	金雨	KtPj		CJK-C	kpjt
𫒨	金土日丨	KtGmRhWf		CJK-C	kgrw
𫒩	金㇏	KtFdHcEn		CJK-C	kfhe
𫒪	金臼儿	KtVmIn		CJK-C	kvin
𫒫	金白勹丶	KtTkJwHc		CJK-C	ktjh
𫒬	金亻夕②	KtTnPfKz		CJK-C	ktpk
𫒭	金宀王丶	KtEiAhHc		CJK-C	keah
𫒮	金宀弓厶	KtEiJeQj		CJK-C	kejq
𫒯	金厶口儿	KtQjBlIn		CJK-C	kqbi
𫒰	金老㐄	KtMoDj		CJK-C	kmdj
𫒱	金日矢	KtRhNv		CJK-C	krnv
𫒲	金龵一丰	KtEnYaFd		CJK-C	keyf
𫒳	金丿口禸	KtJtBlXi		CJK-C	kjbx
𫒴	金宀各	KtEiGy		CJK-C	kegy
𫒵	金丷口儿厶	KtNwBlInQj		CJK-C	knbq
𫒶	金了口又凵	KtDfBlBjKr	hán	CJK-C	kdbk
𫒷	金尸至	KtOcEv		CJK-C	koev
𫒸	金士口冖几	KtGhBlEiId		CJK-C	kgbi
𫒹	金田勹巳	KtJaJwDp		CJK-C	kjjd
𫒺	𠂤攵金	RoKdKt		CJK-C	rkkt
𫒻	金云冖牛	KtOgEiZf		CJK-C	koez
𫒼	金䒑辶	KtNwAmMe		CJK-C	knam
𫒽	金火②乂	KtLcKzOq		CJK-C	klko
𫒾	金糹冂人	KtFuKrJs		CJK-C	kfkj
𫒿	金艹冖巾	KtDyEiZy		CJK-C	kdez
𫓀	金革力	KtPcVn		CJK-C	kpvn
𫓁	金山宀示	KtWrEiLd		CJK-C	kwel
𫓂	金亼口册	KtJgBlYv		CJK-C	kjby
𫓃	金宀	KtEiXnIs		CJK-C	kexi
𫓄	金壴寸	KtErDl		CJK-C	kedl
𫓅	金石辛	KtNeJr		CJK-C	knjr
𫓆	金十甫寸	KtSrIwDl		CJK-C	ksid
𫓇	金木冂木冂	KtIeKrIeKr		CJK-C	kikk
𫓈	金王丶王山	KtAhHcAhWr		CJK-C	kahw
𫓉	金日一里	KtRhYaVp		CJK-C	kryv
𫓊	金止一大コ又	KtPeYaVuAoBj		CJK-C	kpyb
𫓋	金止③	KtPeHt		CJK-C	kphe
𫓌	金⺮亼口	KtMvJgBl		CJK-C	kmjb
𫓍	金彳𠂉日夊	KtKfSfRhKe		CJK-C	kksk
𫓎	金弓一白弓	KtJeYaTkJe		CJK-C	kjyj
𫓏	金戊一口心	KtVwYaBlQm		CJK-C	kvyq
𫓐	金曲豆	KtCmHw		CJK-C	kchw
𫓑	金⺿勹丶心	KtDyJwWyHcQm		CJK-C	kdjq
𫓒	金曲辰	KtCmUe		CJK-C	kcue
𫓓	冖攵金	EiVmKdKt		CJK-C	evkk
𫓔	金⺷丿扌戈	KtMkJtUgCu		CJK-C	kmjc
𫓕	金日皿	KtIhRhDo		CJK-C	kird
𫓖	壴皮金	ErRnKt		CJK-C	erkt
𫓗	金虍土	KtGpGmMk		CJK-C	kggm
𫓘	金广亻寸冂人②	KtHbTnDlKrJsKz		CJK-C	khtj
𫓙	金糹隹	KtFuOd		CJK-C	kfod
𫓚	金羽亠人②十	KtKwFcJsKzSr		CJK-C	kkfs
𫓛	金大一白一白	KtVuYaTkYaTk		CJK-C	kvyt
𫓜	金日羊	KtIhRhMk		CJK-C	kirm
𫓝	金王②金	KtAhKzKt		CJK-C	kakk
𫓞	金木②亠囗口	KtIeKzFcXvBl		CJK-C	kikb
𫓟	金吅馬	KtWhMg		CJK-C	kwmg
𫓠	金士殳耳	KtGhOcFoWi		CJK-C	kgow
𫓡	金罒土攵	KtPgGmMkKd		CJK-C	kpgk
𫓢	金羽田龷八	KtKwJaDnIs		CJK-C	kkji
𫓣	金日②幺②灬	KtRhKzNfKzLc		CJK-C	krkl
𫓤	金戈非一⺮	KtCuUzYaMv		CJK-C	kcum
𫓥	钅八	RyIs		CJK-C	risy
𫓦	钅子	RyDx		CJK-C	rdxy
𫓧	钅夫	RyZo	fū	CJK-C	rzoy
𫓨	钅戈	RyCu		CJK-C	rcuy
𫓩	钅人②	RyJsKz	cōng	CJK-C	rjks
𫓪	钅八厶	RyIsQj		CJK-C	riqj
𫓫	钅八丂	RyIsEl		CJK-C	riel
𫓬	钅匚巾	RyAoZy		CJK-C	razy
𫓭	钅大	RyKrVu		CJK-C	rkvu
𫓮	钅⺈彐	RyHjRk		CJK-C	rhrk
𫓯	钅土②	RyGmKz	jī	CJK-C	rgkm
𫓰	钅戊一	RyVwYa		CJK-C	rvya
𫓱	钅丿大	RyJtVuFj		CJK-C	rjvf
𫓲	钅勹日	RyJwRh		CJK-C	rjrh
𫓳	钅礻乚	RyLdLf		CJK-C	rllf
𫓴	钅厶牛	RyQjZf		CJK-C	rqzf
𫓵	钅辰	RyUe		CJK-C	ruey
𫓶	钅口⺝	RyBlXt	xuān	CJK-C	rbxt
𫓷	钅𠂉疋	RySfKq		CJK-C	rskq
𫓸	钅一火夊	RyYaLcKe		CJK-C	rylk
𫓹	钅	RyWnIs	jī	CJK-C	rwis
𫓺	钅虍力	RyGpVn		CJK-C	rgvn
𫓻	钅亽心	RyJgLfQm		CJK-C	rjlq
𫓼	钅禾口	RySvBl		CJK-C	rsbl
𫓽	钅宀示	RyEiLd		CJK-C	reld
𫓾	钅⺝	RyOgXt		CJK-C	roxt
𫓿	钅火欠	RyLcLs		CJK-C	rlls
𫔀	钅束丷	RyFyNw		CJK-C	rfnw
𫔁	钅十艹贝	RySrDyFm		CJK-C	rsdf
𫔂	钅日	RyRhKq		CJK-C	rrkq
𫔃	钅〢见	RyFjMvJv		CJK-C	rfmj
𫔄	钅予丿木	RyWjJtIe		CJK-C	rwji
𫔅	钅十冖糸	RySrEiFu		CJK-C	rsef
𫔆	钅罒土厶	RyPgGmQj		CJK-C	rpgq
𫔇	钅囟乂匕②	RyUfOqSkKz		CJK-C	ruos
𫔈	钅䒑月	RyNwAmXt		CJK-C	rnax
𫔉	钅贝②女	RyFmKzWu		CJK-C	rfkw
𫔊	钅宀亻一白	RyEiTnYaTk		CJK-C	rett
𫔋	钅士示欠	RyGhLdLs		CJK-C	rgll
𫔌	钅龷⺝攵	RyDnXtKd		CJK-C	rdxk
𫔍	钅丿米田	RyJtEuJa	fán	CJK-C	rjej
𫔎	钅予𰃦八口	RyWjUfIsBl	jué	CJK-C	rwub
𫔏	钅尸子③	RyOcDxHt		CJK-C	rodh
𫔐	钅支	RyErSy		CJK-C	resy
𫔑	钅亠囗口日一	RyFcXvBlRhYa		CJK-C	rfxy
𫔒	钅厶⺝匕②灬	RyQjXtSkKzLc		CJK-C	rqxl
𫔓	钅⻗隹	RyPjOd		CJK-C	rpod
𫔔	钅山隹冂八口	RyWrOdKrIsBl		CJK-C	rwob
𫔕	钅米犬頁	RyEuNcTj		CJK-C	rent
𫔖	镸冖	MlEiPs		CJK-C	meps
𫔗	镸一大⺗	MlYaVuCy		CJK-C	myvc
𫔘	門丨	QgWf		CJK-C	qwfg
𫔙	工門	HxQg		CJK-C	hqgx
𫔚	門口丨	QgBlWf		CJK-C	qbwf
𫔛	門亻	QgTnSk		CJK-C	qtsk
𫔜	門古	QgYs		CJK-C	qysg
𫔝	門目	QgXn		CJK-C	qxng
𫔞	門由	QgBn		CJK-C	qbng
𫔟	門亻弋	QgTnCf		CJK-C	qtcf
𫔠	門夂⺀	QgKeQu		CJK-C	qkqu
𫔡	門豆	QgHw		CJK-C	qhwg
𫔢	門串	QgYf		CJK-C	qyfg
𫔣	門禾刂	QgSvFj		CJK-C	qsfj
𫔤	門文	QgKgEn		CJK-C	qken
𫔥	門	QgWnIs		CJK-C	qwis
𫔦	𠂉十門一廾	SfSrQgYaDy		CJK-C	ssqd
𫔧	門人④	QgJsUt		CJK-C	qjus
𫔨	門食	QgHg		CJK-C	qhgg
𫔩	門艹日大	QgDyRhVu		CJK-C	qdrv
𫔪	門音心	QgHnQm		CJK-C	qhqm
𫔫	門豕②大	QgTuKzVu		CJK-C	qtkv
𫔬	一门	YaFjKo		CJK-C	yfko
𫔭	门一廾	KoYaDy		CJK-C	kydy
𫔮	门月	KoXt		CJK-C	kxto
𫔯	门斗	KoPv		CJK-C	kpvo
𫔰	门厶廾	KoQjDy		CJK-C	kqdy
𫔱	门亠	KoFcLc		CJK-C	kflc
𫔲	门耂子	KoMoDx		CJK-C	kmdx
𫔳	门文	KoKgEn		CJK-C	kken
𫔴	门隹	KoOd		CJK-C	kodo
𫔵	门至攵	KoEvKd		CJK-C	kekd
𫔶	门自木	KoFgIe	niè	CJK-C	kfie
𫔷	门一廾己心	KoYaDyUdQm		CJK-C	kydq
𫔸	〢门	FjEnIsEnKo		CJK-C	feik
𫔹	门亠巾日皿	KoFcZyRhDo		CJK-C	kfzd
𫔺	阝大	PrVu		CJK-C	pvur
𫔻	阝文	PrKg		CJK-C	pkgr
𫔼	阝由	PrBn		CJK-C	pbnr
𫔽	阝又土	PrBjGm		CJK-C	pbgm
𫔾	阝耳	PrWi		CJK-C	pwir
𫔿	阝日丁	PrRhIx		CJK-C	prix
𫕀	阝䒑大	PrNwVu		CJK-C	pnvu
𫕁	阝五口	PrMbBl		CJK-C	pmbl
𫕂	阝穴九	PrQfSm		CJK-C	pqsm
𫕃	阝予子	PrWjDx		CJK-C	pwdx
𫕄	阝	PrXnIs		CJK-C	pxis
𫕅	阝齐二	PrApNp		CJK-C	panp
𫕆	阝一口	PrYaBlNd		CJK-C	pybn
𫕇	阝大弓土	PrVuJeGm		CJK-C	pvjg
𫕈	阝日勹亾	PrRhJwGf		CJK-C	prjg
𫕉	阝爫一𠂇又	PrPuYaLuBj		CJK-C	ppyb
𫕊	阝爫幺又	PrPuNfBj		CJK-C	ppnb
𫕋	阝爫冂土	PrPuKrGm		CJK-C	ppkg
𫕌	阝戶	PrAiNd		CJK-C	pand
𫕍	阝宀一日一	PrEiYaRhYa		CJK-C	peyy
𫕎	阝厶羽	PrIsQjKw		CJK-C	piqk
𫕏	阝禾尸二	PrSvOcNp		CJK-C	pson
𫕐	阝大乂④	PrVuOqUt		CJK-C	pvou
𫕑	阝勹一口田	PrJwYaBlJa		CJK-C	pjyj
𫕒	阝啇古	PrCtYs		CJK-C	pcys
𫕓	阝又④口	PrBjUtBl		CJK-C	pbub
𫕔	阝大丷日小	PrVuNwRhDu		CJK-C	pvnd
𫕕	阝甘冂八口	PrWnKrIsBl		CJK-C	pwkb
𫕖	阝可口亽	PrPwBlJgLf		CJK-C	ppbl
𫕗	阝方𠂉糸	PrNsSfFu		CJK-C	pnsf
𫕘	阝弓一田一田一	PrJeYaJaYaJaYa		CJK-C	pjyy
𫕙	匕禾氺	SkSvRkYq		CJK-C	ssry
𫕚	隹人②	OdJsKz		CJK-C	ojks
𫕛	隹	ZmOd		CJK-C	zodm
𫕜	烏隹	UcOd		CJK-C	uodc
𫕝	⻗卩	PjPa		CJK-C	ppaj
𫕞	⻗土	PjGm		CJK-C	pgmj
𫕟	⻗月	PjXt		CJK-C	pxtj
𫕠	⻗巴	PjGi		CJK-C	pgij
𫕡	⻗匕	PjMpSk		CJK-C	pmsk
𫕢	⻗母	PjUa		CJK-C	puaj
𫕣	九丶⻗彐	SmHcPjRk		CJK-C	shpr
𫕤	⻗亻㇒士	PjTnJtGh		CJK-C	ptjg
𫕥	⻗口贝	PjBlFm		CJK-C	pbfm
𫕦	⻗氵文	PjYqKg		CJK-C	pykg
𫕧	⻗⺿八刀	PjDyIsFj		CJK-C	pdif
𫕨	⻗厶大彡	PjQjVuWy		CJK-C	pqvw
𫕩	⻗虫工	PjHrHx		CJK-C	phhx
𫕪	⻗氵歹刂	PjYqLwFj		CJK-C	pylf
𫕫	⻗扌辰	PjUgUe		CJK-C	puue
𫕬	⻗革力	PjPcVn		CJK-C	ppvn
𫕭	⻗氵⺊早	PjYqUrIr		CJK-C	pyui
𫕮	⻗革阝	PjPcPr		CJK-C	pppr
𫕯	⻗爫爲	PjPuWc		CJK-C	ppwc
𫕰	⻗月㇏	PjXtFdHcEn		CJK-C	pxfe
𫕱	⻗隹木	PjOdIe		CJK-C	poie
𫕲	⻗亼⺝刂辶	PjJgXtFjMe		CJK-C	pjxm
𫕳	⻗革鸟	PjPcAl		CJK-C	ppal
𫕴	⻗立日勹亾	PjOwRhJwGf		CJK-C	porg
𫕵	⻗氵罒土	PjYqPgGmMk		CJK-C	pypm
𫕶	⻗尸口辛土	PjOcBlJrGm		CJK-C	pobg
𫕷	⻗氵艹吅隹	PjYqDyWhOd		CJK-C	pydo
𫕸	龶⺝亅	FdXtHjWf		CJK-C	fxhw
𫕹	龶⺝生	FdXtOu		CJK-C	fxou
𫕺	龶⺝丷	FdXtNwEn		CJK-C	fxne
𫕻	龶⺝龶⺝	FdXtFdXt		CJK-C	fxfx
𫕼	龶⺝音儿	FdXtHnIn		CJK-C	fxhi
𫕽	亼口非	JgBlUz		CJK-C	jbuz
𫕾	罒十一非	PgSrXnYaUz		CJK-C	psxu
𫕿	⺶鳥非	MkBmUz		CJK-C	mbuz
𫖀	面一木	RjYaIe		CJK-C	ryie
𫖁	面儿冫	RjInQuQu		CJK-C	riqq
𫖂	㇆阝面	LfEnPrRj		CJK-C	lepr
𫖃	面贝	RjHrFm		CJK-C	rhfm
𫖄	亻戶二殳面	TnAiNpFoRj		CJK-C	tanr
𫖅	革龙	PcPd		CJK-C	ppdc
𫖆	革口八	PcBlIs		CJK-C	pbis
𫖇	革亻十	PcTnSkSr		CJK-C	ptss
𫖈	羽革	KwPc		CJK-C	kpcw
𫖉	革龷勹	PcDnJwOs		CJK-C	pdjo
𫖊	革覀早	PcAgIr		CJK-C	pair
𫖋	革尸龷八殳	PcOcDnIsFo		CJK-C	podf
𫖌	一韋	YaMa		CJK-C	ymaa
𫖍	韋一巾	MaYaZy		CJK-C	myzy
𫖎	小韋	IhDuMa		CJK-C	idma
𫖏	韋日罒又	MaRhPgBj		CJK-C	mrpb
𫖐	十⺿木一韋	PsSrDyIeYaMa		CJK-C	psdm
𫖑	韦亽	HdJgLf		CJK-C	hjlf
𫖒	韦匕②十	HdSkKzSr		CJK-C	hsks
𫖓	韦白丿十	HdTkJtSr		CJK-C	htjs
𫖔	韦龷丿	HdDnJtOs		CJK-C	hdjo
𫖕	韦冓冂土	HdFiKrGm		CJK-C	hfkg
𫖖	韦癶豆	HdIsHw		CJK-C	hihw
𫖗	音斗	HnPv		CJK-C	hpvn
𫖘	音厶廾	HnQjDy		CJK-C	hqdy
𫖙	音⺊貝	HnUrZh		CJK-C	huzh
𫖚	音宀一由八	HnEiYaBnIs		CJK-C	heyi
𫖛	音艹一艹	HnDyYaDyEn		CJK-C	hdye
𫖜	音禾白小彡	HnSvTkDuWy		CJK-C	hstw
𫖝	匕②頁	SkKzTj		CJK-C	sktj
𫖞	斤丶頁	XuHcTj		CJK-C	xhtj
𫖟	木女頁	IeWuTj		CJK-C	iwtj
𫖠	頁	MeTj		CJK-C	mtje
𫖡	士冖几頁	GhEiIdTj		CJK-C	geit
𫖢	日礻頁	RhLdTj		CJK-C	rltj
𫖣	⺊貝頁	UrZhTj		CJK-C	uztj
𫖤	烏頁	UcTj		CJK-C	utjc
𫖥	日豆頁	RhHwTj		CJK-C	rhtj
𫖦	川頁尚	ZiTjGk		CJK-C	ztgk
𫖧	頁日小	TjRhIhDu		CJK-C	trid
𫖨	豕虫頁	TuHrTj		CJK-C	thtj
𫖩	巛頁	ZiPzTj		CJK-C	zptj
𫖪	𠂉乙页	SfUqMr		CJK-C	sumr
𫖫	冖页	EiInMr		CJK-C	eimr
𫖬	页人彡	MrJsWy		CJK-C	mjwy
𫖭	厶口页	QjBlMr		CJK-C	qbmr
𫖮	山己页	WrUdMr	yǐ	CJK-C	wumr
𫖯	儿冫页	InQuQuMr	fǔ	CJK-C	iqqm
𫖰	夕②页	PfKzMr		CJK-C	pkmr
𫖱	艮页	QpMr		CJK-C	qmrp
𫖲	口贝页	BlFmMr		CJK-C	bfmr
𫖳	丿口页	RkJtBlMr	yūn	CJK-C	rjbm
𫖴	龶贝页	FdFmMr		CJK-C	ffmr
𫖵	一山页	XuYaWrMr		CJK-C	xywm
𫖶	户⺝页	AiXtMr		CJK-C	axmr
𫖷	廿㇗木页	DnLfIeMr		CJK-C	dlim
𫖸	厂白小页	GjTkDuMr		CJK-C	gtdm
𫖹	戊⺊一小页	VwUrYaDuMr		CJK-C	vuym
𫖺	木乂②木大页	IeOqKzIeVuMr		CJK-C	iokm
𫖻	厶風	IsQjNt		CJK-C	iqnt
𫖼	几二一木	IdNpYaIe		CJK-C	inyi
𫖽	几二彳皮	IdNpKfRn		CJK-C	inkr
𫖾	亼⺝刂几二	JgXtFjIdNp		CJK-C	jxfn
𫖿	几二⺷大	IdNpMkVu		CJK-C	inmv
𫗀	几二氵𠂉母	IdNpYqSfUa		CJK-C	inyu
𫗁	几二艮辶	IdNpQpMe		CJK-C	inqm
𫗂	几二艮辶	IdNpQpMe		CJK-C	inqm
𫗃	几二亼⺝刂心	IdNpJgXtFjQm		CJK-C	injq
𫗄	几二亼⺝刂心	IdNpJgXtFjQm		CJK-C	injq
𫗅	自田丌風	FgJaDyNt		CJK-C	fjdn
𫗆	風丰②彐心	NtFdKzRkQm		CJK-C	nfkq
𫗇	⺇乂日	IdOqRh		CJK-C	iorh
𫗈	⺇乂十冖子	IdOqSrEiDx		CJK-C	iosd
𫗉	⺇乂㇏	IdOqFdHcEn		CJK-C	iofe
𫗊	⺇乂音	IdOqHn		CJK-C	iohn
𫗋	⺇乂王②心丿	IdOqAhKzQmJt		CJK-C	ioaj
𫗌	大十廾飞	VuSrDyNo		CJK-C	vsdn
𫗍	耂食	MoHg		CJK-C	mhgo
𫗎	⻞匚コ	HgAoAo		CJK-C	haao
𫗏	飠𠂇⺝	HgLuXt		CJK-C	hlxt
𫗐	⻞人王	HgJsAh		CJK-C	hjah
𫗑	飠勹殳	HgJwFo		CJK-C	hjfo
𫗒	食宀女	HgEiWu		CJK-C	hewu
𫗓	飠⺧口	HgZfBl		CJK-C	hzbl
𫗔	飠覀大	HgAgVu		CJK-C	havu
𫗕	飠十冂	HgSrKrMk		CJK-C	hskm
𫗖	⻞面	HgRj		CJK-C	hrjg
𫗗	飠目	HgOcXn		CJK-C	hoxn
𫗘	飠𠂉口皿	HgSfBlDo		CJK-C	hsbd
𫗙	⻞龶貝	HgFdZh		CJK-C	hfzh
𫗚	氵斤食	YqGuXuHg		CJK-C	ygxh
𫗛	飠宀丰口刂	HgEiFdBlFj		CJK-C	heff
𫗜	飠⻗而	HgPjFh		CJK-C	hpfh
𫗝	食臣皿	HgSpMvDo		CJK-C	hsmd
𫗞	饣干	QhDk		CJK-C	qdkh
𫗟	饣二儿	QhNpIn		CJK-C	qnin
𫗠	饣长	QhRp	zhāng	CJK-C	qrph
𫗡	饣古	QhYs		CJK-C	qysh
𫗢	饣乍	QhMf		CJK-C	qmfh
𫗣	饣心丿	QhQmJt		CJK-C	qqjt
𫗤	饣大女	QhVuWu		CJK-C	qvwu
𫗥	饣冖车	QhEiGu		CJK-C	qegu
𫗦	饣甫	QhIw	bù	CJK-C	qiwh
𫗧	饣束	QhFy	sù	CJK-C	qfyh
𫗨	饣丶艮	QhHcQp		CJK-C	qhqp
𫗩	饣罒夕	QhPgPf		CJK-C	qppf
𫗪	饣禾女	QhSvWu		CJK-C	qswu
𫗫	饣古月	QhYsXt		CJK-C	qyxt
𫗬	饣而大	QhFhVu		CJK-C	qfvu
𫗭	饣田一	QhJaYaPs		CJK-C	qjyp
𫗮	饣白王	QhTkAh	huáng	CJK-C	qtah
𫗯	饣亻矢	QhTnAoNv		CJK-C	qtan
𫗰	饣𠂤辶	QhRoMe		CJK-C	qrme
𫗱	饣䒑	QhNwRkLc		CJK-C	qnrl
𫗲	饣斤	QhWnIsXu		CJK-C	qwix
𫗳	饣弓口虫	QhJeBlHr		CJK-C	qjbh
𫗴	饣亠囗口日一	QhFcXvBlRhYa	zhān	CJK-C	qfxy
𫗵	饣衣吅冓	QhPsWhFi		CJK-C	qpwf
𫗶	䒑自丿丷	NwFgJtNwSr		CJK-C	nfjs
𫗷	䒑自口木	NwFgBlIe		CJK-C	nfbi
𫗸	䒑自龷日	NwFgDnRh		CJK-C	nfdr
𫗹	䒑自木宀九丶	NwFgIeEiSmHc		CJK-C	nfih
𫗺	䒑自龶攵	NwFgFdFjKd		CJK-C	nffk
𫗻	䒑自广十早月	NwFgHbSrIrXt		CJK-C	nfhx
𫗼	禾日土②	SvRhGmKz		CJK-C	srgk
𫗽	禾日人王	SvRhJsAh		CJK-C	srja
𫗾	禾早目㇗	SvIrXnLf		CJK-C	sixl
𫗿	禾日飛	SvRhRc		CJK-C	srrc
𫘀	禾日龶攵	SvRhFdFjKd		CJK-C	srfk
𫘁	禾日龶貝	SvRhFdZh		CJK-C	srfz
𫘂	禾日隹木	SvRhOdIe		CJK-C	sroi
𫘃	禾日音欠	SvRhHnLs		CJK-C	srhl
𫘄	禾日宀王缶貝	SvRhEiAhFpZh		CJK-C	srez
𫘅	馬又丶	MgBjHc		CJK-C	mbhc
𫘆	馬夫	MgZo		CJK-C	mzog
𫘇	馬匸儿	MgAoIn		CJK-C	main
𫘈	馬殳	MgFo		CJK-C	mfog
𫘉	馬火	MgLc		CJK-C	mlcg
𫘊	馬西	MgAg		CJK-C	magg
𫘋	馬龶⺝	MgFdXt		CJK-C	mfxt
𫘌	馬虎	MgGp		CJK-C	mgpg
𫘍	馬口冂口	MgBlKrBl		CJK-C	mbkb
𫘎	牜攵馬	ZfKdMg		CJK-C	zkmg
𫘏	馬面	MgRj		CJK-C	mrjg
𫘐	馬千里	MgUvVp		CJK-C	muvp
𫘑	馬⺷大	MgMkVu		CJK-C	mmvu
𫘒	馬甫寸	MgIwDl		CJK-C	midl
𫘓	馬田八夊	MgJaIsKe		CJK-C	mjik
𫘔	馬八乂虫	MgIsOqHr		CJK-C	mioh
𫘕	馬䒑	MgNwRkLc		CJK-C	mnrl
𫘖	糹氏馬	FuRiMg		CJK-C	frmg
𫘗	馬艹來	MgDyHv		CJK-C	mdhv
𫘘	⻊各馬	JxGyMg		CJK-C	jgmg
𫘙	馬几一鳥	MgIdYaBm		CJK-C	miyb
𫘚	馬米田龷八	MgEuJaDnIs		CJK-C	meji
𫘛	马干	SoDk		CJK-C	sdko
𫘜	马文	SoKg	wén	CJK-C	skgo
𫘝	马人	SoAoJs	jué	CJK-C	sajs
𫘞	马𠂉也	SoSfOi		CJK-C	ssoi
𫘟	马皮	SoRn		CJK-C	srno
𫘠	马至	SoEv		CJK-C	sevo
𫘡	马光	SoNg		CJK-C	sngo
𫘢	马木口	SoIeBl		CJK-C	sibl
𫘣	马日干	SoRhDk	hàn	CJK-C	srdk
𫘤	马厶矢	SoQjNv	ái	CJK-C	sqnv
𫘥	马日匕②	SoRhSkKz		CJK-C	srsk
𫘦	马勹缶	SoJwFp	táo	CJK-C	sjfp
𫘧	马氺	SoRkYq	lù	CJK-C	sryq
𫘨	马日	SoRhKq	tí	CJK-C	srkq
𫘩	马白王	SoTkAh		CJK-C	stah
𫘪	马厂白小	SoGjTkDu	yuán	CJK-C	sgtd
𫘫	马日宀女	SoRhEiWu		CJK-C	srew
𫘬	马爫幺大	SoPuNfVu	xí	CJK-C	spnv
𫘭	马大乂④	SoVuOqUt		CJK-C	svou
𫘮	马啇古	SoCtYs		CJK-C	scys
𫘯	马丷囗⺌日	SoNwXvDuRh		CJK-C	snxr
𫘰	马亠囗口日一	SoFcXvBlRhYa		CJK-C	sfxy
𫘱	马山隹冂八口	SoWrOdKrIsBl		CJK-C	swob
𫘲	骨九日	CwSmRh		CJK-C	csrh
𫘳	骨聿廴	CwZkNa		CJK-C	czna
𫘴	骨尸至	CwOcEv		CJK-C	coev
𫘵	高了	IhDf		CJK-C	idfh
𫘶	一高	XuYaIh		CJK-C	xyih
𫘷	高早	IhIr		CJK-C	iirh
𫘸	髟乙	MlUq		CJK-C	muql
𫘹	髟㇏	MlHjHc		CJK-C	mhhc
𫘺	髟女	MlWu		CJK-C	mwul
𫘻	髟冖几	MlEiId		CJK-C	meid
𫘼	髟由	MlBn		CJK-C	mbnl
𫘽	髟人云	MlJsOg		CJK-C	mjog
𫘾	髟辰	MlUe		CJK-C	muel
𫘿	髟丿口	MlRkJtBl		CJK-C	mrjb
𫙀	髟耂日	MlMoRh		CJK-C	mmrh
𫙁	髟	MlLbIn		CJK-C	mlin
𫙂	髟米女	MlEuWu		CJK-C	mewu
𫙃	髟日皿刀	MlRhDoFj		CJK-C	mrdf
𫙄	鬲口丨	DmBlWf		CJK-C	dbwf
𫙅	鬲用	DmOs		CJK-C	dosm
𫙆	弓亻寸弓鬲	JeTnDlJeDm		CJK-C	jtdd
𫙇	弓冫隹冫弓鬲	JeQuOdQuJeDm		CJK-C	jqod
𫙈	鬼	TpIs		CJK-C	tisp
𫙉	鬼八乂	TpIsOq		CJK-C	tioq
𫙊	鬼羊	TpMk		CJK-C	tmkp
𫙋	禾刂鬼	SvFjTp		CJK-C	sftp
𫙌	土②卜鬼	GmKzUrTp		CJK-C	gkut
𫙍	鬼子皿	TpDxDo		CJK-C	tddo
𫙎	鬼吅田十	TpWhJaSr		CJK-C	twjs
𫙏	魚十	VlSr		CJK-C	vsrl
𫙐	魚廾	VlDy		CJK-C	vdyl
𫙑	魚冂又	VlKrBj		CJK-C	vkbj
𫙒	魚弓丨	VlJeWf		CJK-C	vjwf
𫙓	鱼口	JdBlOq		CJK-C	jboq
𫙔	魚⺊尸	VlUrOc		CJK-C	vuoc
𫙕	魚穴	VlQf		CJK-C	vqfl
𫙖	魚尸匕	VlOcSk		CJK-C	vosk
𫙗	魚民	VlOa		CJK-C	voal
𫙘	魚西	VlAg		CJK-C	vagl
𫙙	魚⺈巴	VlHjGi		CJK-C	vhgi
𫙚	魚行	VlFs		CJK-C	vfsl
𫙛	魚耒	VlLa		CJK-C	vlal
𫙜	魚亡女	VlGfWu		CJK-C	vgwu
𫙝	魚丷夫	VlNwZo		CJK-C	vnzo
𫙞	魚又𠂇又	VlBjLuBj		CJK-C	vblb
𫙟	魚聿	VlZk		CJK-C	vzkl
𫙠	魚豕	VlTu		CJK-C	vtul
𫙡	魚扌一	VlUgYaAm		CJK-C	vuya
𫙢	魚一厶木	VlYaQjIe		CJK-C	vyqi
𫙣	里魚	VpVl		CJK-C	vvlp
𫙤	魚木亠几	VlIeFcId		CJK-C	vifi
𫙥	魚尙	VlGk		CJK-C	vgkl
𫙦	牜勹魚	ZfJwWyVl		CJK-C	zjwv
𫙧	魚斤辶	VlXuMe		CJK-C	vxme
𫙨	魚一コ又	VlEnYaAoBj		CJK-C	veyb
𫙩	魚冫欠口	VlQuLsBl		CJK-C	vqlb
𫙪	魚⺈人大	VlHjKrJsVu		CJK-C	vhkv
𫙫	魚大丷勹巳	VlVuNwJwDp		CJK-C	vvnd
